DATETIME,Environment:Outdoor Dry Bulb [C], TOTAL POWER[KW],DR Event,Power prediction
 02/10  12:30:00,14.4,45.05486,0,45.05486
 02/10  12:45:00,14.7,45.05486,0,45.05486
 02/10  13:00:00,15,45.05486,0,45.05486
 02/10  13:15:00,15,45.05486,0,45.05486
 02/10  13:30:00,15,45.05486,0,45.05486
 02/10  13:45:00,15,45.05486,0,45.05486
 02/10  14:00:00,15,45.05486,0,45.05486
 02/10  14:15:00,15,45.05486,0,45.05486
 02/10  14:30:00,15,45.05486,0,45.05486
 02/10  14:45:00,15,45.05486,0,45.05486
 02/10  15:00:00,15,45.05486,0,45.05486
 02/10  15:15:00,15,45.05486,0,45.05486
 02/10  15:30:00,15,45.05486,0,45.05486
 02/10  15:45:00,15,45.05486,0,45.05486
 02/10  16:00:00,15,45.05486,0,45.05486
 02/10  16:15:00,14.775,45.05486,0,45.05486
 02/10  16:30:00,14.55,45.05486,0,45.05486
 02/10  16:45:00,14.325,45.05486,0,45.05486
 02/10  17:00:00,14.1,45.05486,0,45.05486
 02/10  17:15:00,13.85,45.05486,0,45.05486
 02/10  17:30:00,13.6,45.05486,0,45.05486
 02/10  17:45:00,13.35,45.05486,0,45.05486
 02/10  18:00:00,13.1,45.05486,0,45.05486
 02/10  18:15:00,12.875,45.05486,0,45.05486
 02/10  18:30:00,12.65,45.05486,0,45.05486
 02/10  18:45:00,12.425,45.05486,0,45.05486
 02/10  19:00:00,12.2,45.05486,0,45.05486
 02/10  19:15:00,12.125,45.05486,0,45.05486
 02/10  19:30:00,12.05,45.05486,0,45.05486
 02/10  19:45:00,11.975,45.05486,0,45.05486
 02/10  20:00:00,11.9,45.05486,0,45.05486
 02/10  20:15:00,11.8,45.05486,0,45.05486
 02/10  20:30:00,11.7,45.05486,0,45.05486
 02/10  20:45:00,11.6,45.05486,0,45.05486
 02/10  21:00:00,11.5,45.05486,0,45.05486
 02/10  21:15:00,11.425,45.05486,0,45.05486
 02/10  21:30:00,11.35,45.05486,0,45.05486
 02/10  21:45:00,11.275,45.05486,0,45.05486
 02/10  22:00:00,11.2,45.05486,0,45.05486
 02/10  22:15:00,11.025,45.05486,0,45.05486
 02/10  22:30:00,10.85,45.05486,0,45.05486
 02/10  22:45:00,10.675,45.05486,0,45.05486
 02/10  23:00:00,10.5,45.05486,0,45.05486
 02/10  23:15:00,10.3,45.05486,0,45.05486
 02/10  23:30:00,10.1,45.05486,0,45.05486
 02/10  23:45:00,9.9,45.05486,0,45.05486
 02/10  24:00:00,9.7,45.05486,0,45.05486
 02/11  00:15:00,9.5,45.05486,0,45.05486
 02/11  00:30:00,9.3,45.05486,0,45.05486
 02/11  00:45:00,9.1,45.05486,0,45.05486
 02/11  01:00:00,8.9,45.05486,0,45.05486
 02/11  01:15:00,8.75,45.05486,0,45.05486
 02/11  01:30:00,8.6,45.05486,0,45.05486
 02/11  01:45:00,8.45,45.05486,0,45.05486
 02/11  02:00:00,8.3,45.05486,0,45.05486
 02/11  02:15:00,8.275,45.05486,0,45.05486
 02/11  02:30:00,8.25,45.05486,0,45.05486
 02/11  02:45:00,8.225,45.05486,0,45.05486
 02/11  03:00:00,8.2,45.05486,0,45.05486
 02/11  03:15:00,8.1,45.05486,0,45.05486
 02/11  03:30:00,8,45.05486,0,45.05486
 02/11  03:45:00,7.9,45.05486,0,45.05486
 02/11  04:00:00,7.8,45.05486,0,45.05486
 02/11  04:15:00,7.8,45.05486,0,45.05486
 02/11  04:30:00,7.8,45.05486,0,45.05486
 02/11  04:45:00,7.8,45.05486,0,45.05486
 02/11  05:00:00,7.8,45.05486,0,45.05486
 02/11  05:15:00,7.8,45.05486,0,45.05486
 02/11  05:30:00,7.8,45.05486,0,45.05486
 02/11  05:45:00,7.8,45.05486,0,45.05486
 02/11  06:00:00,7.8,45.05486,0,45.05486
 02/11  06:15:00,7.8,45.05486,0,45.05486
 02/11  06:30:00,7.8,45.05486,0,45.05486
 02/11  06:45:00,7.8,45.05486,0,45.05486
 02/11  07:00:00,7.8,45.05486,0,45.05486
 02/11  07:15:00,8.2,45.05486,0,45.05486
 02/11  07:30:00,8.6,45.05486,0,45.05486
 02/11  07:45:00,9,45.05486,0,45.05486
 02/11  08:00:00,9.4,45.05486,0,45.05486
 02/11  08:15:00,9.825,45.05486,0,45.05486
 02/11  08:30:00,10.25,45.05486,0,45.05486
 02/11  08:45:00,10.675,45.05486,0,45.05486
 02/11  09:00:00,11.1,45.05486,0,45.05486
 02/11  09:15:00,11.5,45.05486,0,45.05486
 02/11  09:30:00,11.9,45.05486,0,45.05486
 02/11  09:45:00,12.3,45.05486,0,45.05486
 02/11  10:00:00,12.7,45.05486,0,45.05486
 02/11  10:15:00,12.875,45.05486,0,45.05486
 02/11  10:30:00,13.05,45.05486,0,45.05486
 02/11  10:45:00,13.225,45.05486,0,45.05486
 02/11  11:00:00,13.4,45.05486,0,45.05486
 02/11  11:15:00,13.525,45.05486,0,45.05486
 02/11  11:30:00,13.65,45.05486,0,45.05486
 02/11  11:45:00,13.775,45.05486,0,45.05486
 02/11  12:00:00,13.9,45.05486,0,45.05486
 02/11  12:15:00,14.075,45.05486,0,45.05486
 02/11  12:30:00,14.25,45.05486,0,45.05486
 02/11  12:45:00,14.425,45.05486,0,45.05486
 02/11  13:00:00,14.6,45.05486,0,45.05486
 02/11  13:15:00,14.7,45.05486,0,45.05486
 02/11  13:30:00,14.8,45.05486,0,45.05486
 02/11  13:45:00,14.9,45.05486,0,45.05486
 02/11  14:00:00,15,45.05486,0,45.05486
 02/11  14:15:00,15.025,45.05486,0,45.05486
 02/11  14:30:00,15.05,45.05486,0,45.05486
 02/11  14:45:00,15.075,45.05486,0,45.05486
 02/11  15:00:00,15.1,45.05486,0,45.05486
 02/11  15:15:00,15.2,45.05486,0,45.05486
 02/11  15:30:00,15.3,45.05486,0,45.05486
 02/11  15:45:00,15.4,45.05486,0,45.05486
 02/11  16:00:00,15.5,45.05486,0,45.05486
 02/11  16:15:00,15.2,45.05486,0,45.05486
 02/11  16:30:00,14.9,45.05486,0,45.05486
 02/11  16:45:00,14.6,45.05486,0,45.05486
 02/11  17:00:00,14.3,45.05486,0,45.05486
 02/11  17:15:00,13.95,45.05486,0,45.05486
 02/11  17:30:00,13.6,45.05486,0,45.05486
 02/11  17:45:00,13.25,45.05486,0,45.05486
 02/11  18:00:00,12.9,45.05486,0,45.05486
 02/11  18:15:00,12.6,45.05486,0,45.05486
 02/11  18:30:00,12.3,45.05486,0,45.05486
 02/11  18:45:00,12,45.05486,0,45.05486
 02/11  19:00:00,11.7,45.05486,0,45.05486
 02/11  19:15:00,11.7,45.05486,0,45.05486
 02/11  19:30:00,11.7,45.05486,0,45.05486
 02/11  19:45:00,11.7,45.05486,0,45.05486
 02/11  20:00:00,11.7,45.05486,0,45.05486
 02/11  20:15:00,11.7,45.05486,0,45.05486
 02/11  20:30:00,11.7,45.05486,0,45.05486
 02/11  20:45:00,11.7,45.05486,0,45.05486
 02/11  21:00:00,11.7,45.05486,0,45.05486
 02/11  21:15:00,11.7,45.05486,0,45.05486
 02/11  21:30:00,11.7,45.05486,0,45.05486
 02/11  21:45:00,11.7,45.05486,0,45.05486
 02/11  22:00:00,11.7,45.05486,0,45.05486
 02/11  22:15:00,11.575,45.05486,0,45.05486
 02/11  22:30:00,11.45,45.05486,0,45.05486
 02/11  22:45:00,11.325,45.05486,0,45.05486
 02/11  23:00:00,11.2,45.05486,0,45.05486
 02/11  23:15:00,11.025,45.05486,0,45.05486
 02/11  23:30:00,10.85,45.05486,0,45.05486
 02/11  23:45:00,10.675,45.05486,0,45.05486
 02/11  24:00:00,10.5,45.05486,0,56.31858
 02/12  00:15:00,10.3,56.31858,0,56.31858
 02/12  00:30:00,10.1,56.31858,0,56.31858
 02/12  00:45:00,9.9,56.31858,0,56.31858
 02/12  01:00:00,9.7,56.31858,0,56.31858
 02/12  01:15:00,9.6,56.31858,0,56.31858
 02/12  01:30:00,9.5,56.31858,0,56.31858
 02/12  01:45:00,9.4,56.31858,0,56.31858
 02/12  02:00:00,9.3,56.31858,0,56.31858
 02/12  02:15:00,9.3,56.31858,0,56.31858
 02/12  02:30:00,9.3,56.31858,0,56.31858
 02/12  02:45:00,9.3,56.31858,0,56.31858
 02/12  03:00:00,9.3,56.31858,0,56.31858
 02/12  03:15:00,9.3,56.31858,0,56.31858
 02/12  03:30:00,9.3,56.31858,0,56.31858
 02/12  03:45:00,9.3,56.31858,0,56.31858
 02/12  04:00:00,9.3,56.31858,0,56.31858
 02/12  04:15:00,9.6,56.31858,0,56.31858
 02/12  04:30:00,9.9,56.31858,0,56.31858
 02/12  04:45:00,10.2,56.31858,0,56.31858
 02/12  05:00:00,10.5,56.31858,0,56.31858
 02/12  05:15:00,10.85,56.31858,0,56.31858
 02/12  05:30:00,11.2,56.31858,0,56.31858
 02/12  05:45:00,11.55,56.31858,0,56.31858
 02/12  06:00:00,11.9,56.31858,0,113.02585
 02/12  06:15:00,12.2,113.02585,0,110.96522
 02/12  06:30:00,12.5,110.96522,0,110.96522
 02/12  06:45:00,12.8,110.96522,0,110.96522
 02/12  07:00:00,13.1,110.96522,0,144.91678
 02/12  07:15:00,13.175,144.91678,0,145.04071
 02/12  07:30:00,13.25,145.04071,0,145.06475
 02/12  07:45:00,13.325,145.06475,0,145.12062
 02/12  08:00:00,13.4,145.12062,0,184.23446
 02/12  08:15:00,13.5,184.23446,0,184.48128
 02/12  08:30:00,13.6,184.48128,0,184.68625
 02/12  08:45:00,13.7,184.68625,0,184.88696
 02/12  09:00:00,13.8,184.88696,0,200.82089
 02/12  09:15:00,13.875,200.82089,0,201.11419
 02/12  09:30:00,13.95,201.11419,0,201.38717
 02/12  09:45:00,14.025,201.38717,0,201.6882
 02/12  10:00:00,14.1,201.6882,0,212.53852
 02/12  10:15:00,14.2,212.53852,0,212.94909
 02/12  10:30:00,14.3,212.94909,0,213.3261
 02/12  10:45:00,14.4,213.3261,0,213.70741
 02/12  11:00:00,14.5,213.70741,0,215.23297
 02/12  11:15:00,14.525,215.23297,0,215.68702
 02/12  11:30:00,14.55,215.68702,0,216.09336
 02/12  11:45:00,14.575,216.09336,0,216.50799
 02/12  12:00:00,14.6,216.50799,0,219.68128
 02/12  12:15:00,14.7,219.68128,0,220.14644
 02/12  12:30:00,14.8,220.14644,0,220.41285
 02/12  12:45:00,14.9,220.41285,0,220.6094
 02/12  13:00:00,15,220.6094,0,221.23613
 02/12  13:15:00,15,221.23613,0,221.33284
 02/12  13:30:00,15,221.33284,0,221.32564
 02/12  13:45:00,15,221.32564,0,221.24176
 02/12  14:00:00,15,221.24176,0,214.80049
 02/12  14:15:00,15,214.80049,0,214.57197
 02/12  14:30:00,15,214.57197,0,214.31729
 02/12  14:45:00,15,214.31729,0,214.02823
 02/12  15:00:00,15,214.02823,0,201.3346
 02/12  15:15:00,15,201.3346,0,199.58581
 02/12  15:30:00,15,199.58581,0,199.11525
 02/12  15:45:00,15,199.11525,0,198.91098
 02/12  16:00:00,15,198.91098,0,159.99506
 02/12  16:15:00,14.9,159.99506,0,159.7461
 02/12  16:30:00,14.8,159.7461,0,159.86497
 02/12  16:45:00,14.7,159.86497,0,159.74073
 02/12  17:00:00,14.6,159.74073,0,120.59643
 02/12  17:15:00,14.575,120.59643,0,120.33941
 02/12  17:30:00,14.55,120.33941,0,120.17581
 02/12  17:45:00,14.525,120.17581,0,120.04451
 02/12  18:00:00,14.5,120.04451,0,67.58229
 02/12  18:15:00,14.4,67.58229,0,67.58229
 02/12  18:30:00,14.3,67.58229,0,67.58229
 02/12  18:45:00,14.2,67.58229,0,67.58229
 02/12  19:00:00,14.1,67.58229,0,56.31858
 02/12  19:15:00,14.1,56.31858,0,56.31858
 02/12  19:30:00,14.1,56.31858,0,56.31858
 02/12  19:45:00,14.1,56.31858,0,56.31858
 02/12  20:00:00,14.1,56.31858,0,56.31858
 02/12  20:15:00,14.1,56.31858,0,56.31858
 02/12  20:30:00,14.1,56.31858,0,56.31858
 02/12  20:45:00,14.1,56.31858,0,56.31858
 02/12  21:00:00,14.1,56.31858,0,56.31858
 02/12  21:15:00,14.1,56.31858,0,56.31858
 02/12  21:30:00,14.1,56.31858,0,56.31858
 02/12  21:45:00,14.1,56.31858,0,56.31858
 02/12  22:00:00,14.1,56.31858,0,56.31858
 02/12  22:15:00,14.125,56.31858,0,56.31858
 02/12  22:30:00,14.15,56.31858,0,56.31858
 02/12  22:45:00,14.175,56.31858,0,56.31858
 02/12  23:00:00,14.2,56.31858,0,56.31858
 02/12  23:15:00,14.2,56.31858,0,56.31858
 02/12  23:30:00,14.2,56.31858,0,56.31858
 02/12  23:45:00,14.2,56.31858,0,56.31858
 02/12  24:00:00,14.2,56.31858,0,56.31858
 02/13  00:15:00,14.225,56.31858,0,56.31858
 02/13  00:30:00,14.25,56.31858,0,56.31858
 02/13  00:45:00,14.275,56.31858,0,56.31858
 02/13  01:00:00,14.3,56.31858,0,56.31858
 02/13  01:15:00,14.3,56.31858,0,56.31858
 02/13  01:30:00,14.3,56.31858,0,56.31858
 02/13  01:45:00,14.3,56.31858,0,56.31858
 02/13  02:00:00,14.3,56.31858,0,56.31858
 02/13  02:15:00,14.25,56.31858,0,56.31858
 02/13  02:30:00,14.2,56.31858,0,56.31858
 02/13  02:45:00,14.15,56.31858,0,56.31858
 02/13  03:00:00,14.1,56.31858,0,56.31858
 02/13  03:15:00,14,56.31858,0,56.31858
 02/13  03:30:00,13.9,56.31858,0,56.31858
 02/13  03:45:00,13.8,56.31858,0,56.31858
 02/13  04:00:00,13.7,56.31858,0,56.31858
 02/13  04:15:00,13.8,56.31858,0,56.31858
 02/13  04:30:00,13.9,56.31858,0,56.31858
 02/13  04:45:00,14,56.31858,0,56.31858
 02/13  05:00:00,14.1,56.31858,0,56.31858
 02/13  05:15:00,14.15,56.31858,0,56.31858
 02/13  05:30:00,14.2,56.31858,0,56.31858
 02/13  05:45:00,14.25,56.31858,0,56.31858
 02/13  06:00:00,14.3,56.31858,0,112.13907
 02/13  06:15:00,14.375,112.13907,0,111.00935
 02/13  06:30:00,14.45,111.00935,0,110.99441
 02/13  06:45:00,14.525,110.99441,0,110.98738
 02/13  07:00:00,14.6,110.98738,0,145.2318
 02/13  07:15:00,14.425,145.2318,0,145.36925
 02/13  07:30:00,14.25,145.36925,0,145.40927
 02/13  07:45:00,14.075,145.40927,0,145.44152
 02/13  08:00:00,13.9,145.44152,0,184.29326
 02/13  08:15:00,13.775,184.29326,0,184.50287
 02/13  08:30:00,13.65,184.50287,0,184.68416
 02/13  08:45:00,13.525,184.68416,0,184.85493
 02/13  09:00:00,13.4,184.85493,0,200.59771
 02/13  09:15:00,13.225,200.59771,0,200.80702
 02/13  09:30:00,13.05,200.80702,0,201.00134
 02/13  09:45:00,12.875,201.00134,0,201.20249
 02/13  10:00:00,12.7,201.20249,0,211.79944
 02/13  10:15:00,13,211.79944,0,212.13798
 02/13  10:30:00,13.3,212.13798,0,212.50367
 02/13  10:45:00,13.6,212.50367,0,212.99932
 02/13  11:00:00,13.9,212.99932,0,214.60928
 02/13  11:15:00,14.25,214.60928,0,215.16124
 02/13  11:30:00,14.6,215.16124,0,215.98065
 02/13  11:45:00,14.95,215.98065,0,216.93687
 02/13  12:00:00,15.3,216.93687,0,220.69617
 02/13  12:15:00,15.6,220.69617,0,221.79889
 02/13  12:30:00,15.9,221.79889,0,223.0592
 02/13  12:45:00,16.2,223.0592,0,227.11992
 02/13  13:00:00,16.5,227.11992,0,227.55772
 02/13  13:15:00,16.325,227.55772,0,229.45114
 02/13  13:30:00,16.15,229.45114,0,232.00736
 02/13  13:45:00,15.975,232.00736,0,234.21139
 02/13  14:00:00,15.8,234.21139,0,229.90485
 02/13  14:15:00,15.675,229.90485,0,232.04857
 02/13  14:30:00,15.55,232.04857,0,235.15318
 02/13  14:45:00,15.425,235.15318,0,237.6775
 02/13  15:00:00,15.3,237.6775,0,225.73603
 02/13  15:15:00,15.125,225.73603,0,228.00098
 02/13  15:30:00,14.95,228.00098,0,227.66554
 02/13  15:45:00,14.775,227.66554,0,227.17185
 02/13  16:00:00,14.6,227.17185,0,183.83709
 02/13  16:15:00,14.375,183.83709,0,183.46574
 02/13  16:30:00,14.15,183.46574,0,180.87992
 02/13  16:45:00,13.925,180.87992,0,177.87347
 02/13  17:00:00,13.7,177.87347,0,133.93356
 02/13  17:15:00,13.45,133.93356,0,129.54347
 02/13  17:30:00,13.2,129.54347,0,124.97835
 02/13  17:45:00,12.95,124.97835,0,122.72674
 02/13  18:00:00,12.7,122.72674,0,67.58229
 02/13  18:15:00,12.475,67.58229,0,67.58229
 02/13  18:30:00,12.25,67.58229,0,67.58229
 02/13  18:45:00,12.025,67.58229,0,67.58229
 02/13  19:00:00,11.8,67.58229,0,56.31858
 02/13  19:15:00,11.625,56.31858,0,56.31858
 02/13  19:30:00,11.45,56.31858,0,56.31858
 02/13  19:45:00,11.275,56.31858,0,56.31858
 02/13  20:00:00,11.1,56.31858,0,56.31858
 02/13  20:15:00,10.975,56.31858,0,56.31858
 02/13  20:30:00,10.85,56.31858,0,56.31858
 02/13  20:45:00,10.725,56.31858,0,56.31858
 02/13  21:00:00,10.6,56.31858,0,56.31858
 02/13  21:15:00,10.425,56.31858,0,56.31858
 02/13  21:30:00,10.25,56.31858,0,56.31858
 02/13  21:45:00,10.075,56.31858,0,56.31858
 02/13  22:00:00,9.9,56.31858,0,56.31858
 02/13  22:15:00,9.75,56.31858,0,56.31858
 02/13  22:30:00,9.6,56.31858,0,56.31858
 02/13  22:45:00,9.45,56.31858,0,56.31858
 02/13  23:00:00,9.3,56.31858,0,56.31858
 02/13  23:15:00,9.2,56.31858,0,56.31858
 02/13  23:30:00,9.1,56.31858,0,56.31858
 02/13  23:45:00,9,56.31858,0,56.31858
 02/13  24:00:00,8.9,56.31858,0,56.31858
 02/14  00:15:00,8.825,56.31858,0,56.31858
 02/14  00:30:00,8.75,56.31858,0,56.31858
 02/14  00:45:00,8.675,56.31858,0,56.31858
 02/14  01:00:00,8.6,56.31858,0,56.31858
 02/14  01:15:00,8.525,56.31858,0,56.31858
 02/14  01:30:00,8.45,56.31858,0,56.31858
 02/14  01:45:00,8.375,56.31858,0,56.31858
 02/14  02:00:00,8.3,56.31858,0,56.31858
 02/14  02:15:00,8.275,56.31858,0,56.31858
 02/14  02:30:00,8.25,56.31858,0,56.31858
 02/14  02:45:00,8.225,56.31858,0,56.31858
 02/14  03:00:00,8.2,56.31858,0,56.31858
 02/14  03:15:00,8.1,56.31858,0,56.31858
 02/14  03:30:00,8,56.31858,0,56.31858
 02/14  03:45:00,7.9,56.31858,0,56.31858
 02/14  04:00:00,7.8,56.31858,0,56.31858
 02/14  04:15:00,7.625,56.31858,0,56.31858
 02/14  04:30:00,7.45,56.31858,0,56.31858
 02/14  04:45:00,7.275,56.31858,0,56.31858
 02/14  05:00:00,7.1,56.31858,0,56.31858
 02/14  05:15:00,6.975,56.31858,0,56.31858
 02/14  05:30:00,6.85,56.31858,0,56.31858
 02/14  05:45:00,6.725,56.31858,0,56.31858
 02/14  06:00:00,6.6,56.31858,0,111.70635
 02/14  06:15:00,6.425,111.70635,0,111.00191
 02/14  06:30:00,6.25,111.00191,0,110.98219
 02/14  06:45:00,6.075,110.98219,0,110.97146
 02/14  07:00:00,5.9,110.97146,0,145.13754
 02/14  07:15:00,6.3,145.13754,0,145.17769
 02/14  07:30:00,6.7,145.17769,0,145.21753
 02/14  07:45:00,7.1,145.21753,0,145.25263
 02/14  08:00:00,7.5,145.25263,0,184.21272
 02/14  08:15:00,7.925,184.21272,0,184.80348
 02/14  08:30:00,8.35,184.80348,0,185.36972
 02/14  08:45:00,8.775,185.36972,0,185.85979
 02/14  09:00:00,9.2,185.85979,0,201.98844
 02/14  09:15:00,9.6,201.98844,0,202.49043
 02/14  09:30:00,10,202.49043,0,202.97771
 02/14  09:45:00,10.4,202.97771,0,203.37256
 02/14  10:00:00,10.8,203.37256,0,214.08034
 02/14  10:15:00,11.45,214.08034,0,214.40811
 02/14  10:30:00,12.1,214.40811,0,214.70668
 02/14  10:45:00,12.75,214.70668,0,214.98392
 02/14  11:00:00,13.4,214.98392,0,216.54691
 02/14  11:15:00,14.025,216.54691,0,217.85345
 02/14  11:30:00,14.65,217.85345,0,219.79513
 02/14  11:45:00,15.275,219.79513,0,222.14343
 02/14  12:00:00,15.9,222.14343,0,230.7651
 02/14  12:15:00,16.55,230.7651,0,243.56897
 02/14  12:30:00,17.2,243.56897,0,256.85225
 02/14  12:45:00,17.85,256.85225,0,270.73857
 02/14  13:00:00,18.5,270.73857,0,278.53899
 02/14  13:15:00,18.5,278.53899,0,284.45921
 02/14  13:30:00,18.5,284.45921,0,288.52703
 02/14  13:45:00,18.5,288.52703,0,290.07994
 02/14  14:00:00,18.5,290.07994,0,284.70227
 02/14  14:15:00,18.5,284.70227,0,285.22001
 02/14  14:30:00,18.5,285.22001,0,284.96561
 02/14  14:45:00,18.5,284.96561,0,284.93289
 02/14  15:00:00,18.5,284.93289,0,271.89897
 02/14  15:15:00,18.5,271.89897,0,272.15522
 02/14  15:30:00,18.5,272.15522,0,272.38799
 02/14  15:45:00,18.5,272.38799,0,272.14395
 02/14  16:00:00,18.5,272.14395,0,220.85014
 02/14  16:15:00,17.75,220.85014,0,210.13816
 02/14  16:30:00,17,210.13816,0,197.40044
 02/14  16:45:00,16.25,197.40044,0,189.39767
 02/14  17:00:00,15.5,189.39767,0,143.23893
 02/14  17:15:00,14.8,143.23893,0,136.38334
 02/14  17:30:00,14.1,136.38334,0,128.84973
 02/14  17:45:00,13.4,128.84973,0,126.12269
 02/14  18:00:00,12.7,126.12269,0,67.58229
 02/14  18:15:00,11.975,67.58229,0,67.58229
 02/14  18:30:00,11.25,67.58229,0,67.58229
 02/14  18:45:00,10.525,67.58229,0,67.58229
 02/14  19:00:00,9.8,67.58229,0,56.31858
 02/14  19:15:00,9.7,56.31858,0,56.31858
 02/14  19:30:00,9.6,56.31858,0,56.31858
 02/14  19:45:00,9.5,56.31858,0,56.31858
 02/14  20:00:00,9.4,56.31858,0,56.31858
 02/14  20:15:00,9.325,56.31858,0,56.31858
 02/14  20:30:00,9.25,56.31858,0,56.31858
 02/14  20:45:00,9.175,56.31858,0,56.31858
 02/14  21:00:00,9.1,56.31858,0,56.31858
 02/14  21:15:00,9,56.31858,0,56.31858
 02/14  21:30:00,8.9,56.31858,0,56.31858
 02/14  21:45:00,8.8,56.31858,0,56.31858
 02/14  22:00:00,8.7,56.31858,0,56.31858
 02/14  22:15:00,8.675,56.31858,0,56.31858
 02/14  22:30:00,8.65,56.31858,0,56.31858
 02/14  22:45:00,8.625,56.31858,0,56.31858
 02/14  23:00:00,8.6,56.31858,0,56.31858
 02/14  23:15:00,8.625,56.31858,0,56.31858
 02/14  23:30:00,8.65,56.31858,0,56.31858
 02/14  23:45:00,8.675,56.31858,0,56.31858
 02/14  24:00:00,8.7,56.31858,0,56.31858
 02/15  00:15:00,8.7,56.31858,0,56.31858
 02/15  00:30:00,8.7,56.31858,0,56.31858
 02/15  00:45:00,8.7,56.31858,0,56.31858
 02/15  01:00:00,8.7,56.31858,0,56.31858
 02/15  01:15:00,8.675,56.31858,0,56.31858
 02/15  01:30:00,8.65,56.31858,0,56.31858
 02/15  01:45:00,8.625,56.31858,0,56.31858
 02/15  02:00:00,8.6,56.31858,0,56.31858
 02/15  02:15:00,8.475,56.31858,0,56.31858
 02/15  02:30:00,8.35,56.31858,0,56.31858
 02/15  02:45:00,8.225,56.31858,0,56.31858
 02/15  03:00:00,8.1,56.31858,0,56.31858
 02/15  03:15:00,7.925,56.31858,0,56.31858
 02/15  03:30:00,7.75,56.31858,0,56.31858
 02/15  03:45:00,7.575,56.31858,0,56.31858
 02/15  04:00:00,7.4,56.31858,0,56.31858
 02/15  04:15:00,7.225,56.31858,0,56.31858
 02/15  04:30:00,7.05,56.31858,0,56.31858
 02/15  04:45:00,6.875,56.31858,0,56.31858
 02/15  05:00:00,6.7,56.31858,0,56.31858
 02/15  05:15:00,6.575,56.31858,0,56.31858
 02/15  05:30:00,6.45,56.31858,0,56.31858
 02/15  05:45:00,6.325,56.31858,0,56.31858
 02/15  06:00:00,6.2,56.31858,0,111.82503
 02/15  06:15:00,6.025,111.82503,0,111.04104
 02/15  06:30:00,5.85,111.04104,0,111.0226
 02/15  06:45:00,5.675,111.0226,0,111.01
 02/15  07:00:00,5.5,111.01,0,145.17491
 02/15  07:15:00,6.05,145.17491,0,145.22017
 02/15  07:30:00,6.6,145.22017,0,145.2592
 02/15  07:45:00,7.15,145.2592,0,145.29359
 02/15  08:00:00,7.7,145.29359,0,184.376
 02/15  08:15:00,8.25,184.376,0,184.99101
 02/15  08:30:00,8.8,184.99101,0,185.61601
 02/15  08:45:00,9.35,185.61601,0,186.1433
 02/15  09:00:00,9.9,186.1433,0,202.32098
 02/15  09:15:00,10.45,202.32098,0,202.84594
 02/15  09:30:00,11,202.84594,0,203.30693
 02/15  09:45:00,11.55,203.30693,0,203.57529
 02/15  10:00:00,12.1,203.57529,0,214.26917
 02/15  10:15:00,12.4,214.26917,0,214.54763
 02/15  10:30:00,12.7,214.54763,0,214.80251
 02/15  10:45:00,13,214.80251,0,215.09346
 02/15  11:00:00,13.3,215.09346,0,216.89277
 02/15  11:15:00,13.625,216.89277,0,218.13572
 02/15  11:30:00,13.95,218.13572,0,220.10427
 02/15  11:45:00,14.275,220.10427,0,222.74884
 02/15  12:00:00,14.6,222.74884,0,228.45751
 02/15  12:15:00,14.9,228.45751,0,232.07363
 02/15  12:30:00,15.2,232.07363,0,235.87974
 02/15  12:45:00,15.5,235.87974,0,239.79568
 02/15  13:00:00,15.8,239.79568,0,244.82757
 02/15  13:15:00,15.725,244.82757,0,248.242
 02/15  13:30:00,15.65,248.242,0,251.59175
 02/15  13:45:00,15.575,251.59175,0,253.2815
 02/15  14:00:00,15.5,253.2815,0,247.44758
 02/15  14:15:00,15.4,247.44758,0,247.95744
 02/15  14:30:00,15.3,247.95744,0,248.29916
 02/15  14:45:00,15.2,248.29916,0,247.93184
 02/15  15:00:00,15.1,247.93184,0,234.85836
 02/15  15:15:00,15.025,234.85836,0,234.92293
 02/15  15:30:00,14.95,234.92293,0,234.97381
 02/15  15:45:00,14.875,234.97381,0,234.51348
 02/15  16:00:00,14.8,234.51348,0,192.16837
 02/15  16:15:00,14.6,192.16837,0,191.71509
 02/15  16:30:00,14.4,191.71509,0,188.96444
 02/15  16:45:00,14.2,188.96444,0,185.10405
 02/15  17:00:00,14,185.10405,0,139.84556
 02/15  17:15:00,13.725,139.84556,0,134.10753
 02/15  17:30:00,13.45,134.10753,0,128.04375
 02/15  17:45:00,13.175,128.04375,0,125.25265
 02/15  18:00:00,12.9,125.25265,0,67.58229
 02/15  18:15:00,12.7,67.58229,0,67.58229
 02/15  18:30:00,12.5,67.58229,0,67.58229
 02/15  18:45:00,12.3,67.58229,0,67.58229
 02/15  19:00:00,12.1,67.58229,0,56.31858
 02/15  19:15:00,11.725,56.31858,0,56.31858
 02/15  19:30:00,11.35,56.31858,0,56.31858
 02/15  19:45:00,10.975,56.31858,0,56.31858
 02/15  20:00:00,10.6,56.31858,0,56.31858
 02/15  20:15:00,10.175,56.31858,0,56.31858
 02/15  20:30:00,9.75,56.31858,0,56.31858
 02/15  20:45:00,9.325,56.31858,0,56.31858
 02/15  21:00:00,8.9,56.31858,0,56.31858
 02/15  21:15:00,8.525,56.31858,0,56.31858
 02/15  21:30:00,8.15,56.31858,0,56.31858
 02/15  21:45:00,7.775,56.31858,0,56.31858
 02/15  22:00:00,7.4,56.31858,0,56.31858
 02/15  22:15:00,7.15,56.31858,0,56.31858
